  frez       Ax       Bx       By       Cy       Cx      Dx        Dy       Ay
4183.078    4.388   -3.877    1.080   -0.649    0.815   -0.983   -1.541    1.438 
4191.317    0.771   -0.802    0.623   -0.812   -4.348    4.570   -0.043    0.170 
3846.646    2.272    2.191   -2.226   -2.295   -2.189   -2.118    2.316    2.422 
4040.917    2.059    1.071   -2.205   -2.245    0.063    0.007   -2.989   -4.097 
4057.030    3.707    3.046    1.650    1.621    2.448    2.466    0.965    0.251 
4096.000   -1.339   -0.830   -2.968   -2.660    3.016    3.340    0.946    1.455 
4153.458    0.998   -2.364   -0.223    0.174   -0.658    0.533    4.702   -3.451 
4171.835   -2.865    3.186    3.006   -3.080   -0.771    0.848    1.201   -1.444 
4181.950   -2.601    3.160   -3.318    3.418   -0.153   -0.073    0.913   -1.260 
4192.789   -0.446    0.277    0.377   -0.616    4.577   -4.370    0.945   -0.635 
3813.159    1.910    2.185   -2.539   -2.458   -2.205   -2.245    2.229    2.029 
4010.500    1.065    1.238   -2.870   -2.973    1.842    1.913   -2.671   -2.560 
4049.868    2.667    2.901    0.797    1.797    3.133    2.421    1.770    1.765 
4074.060    2.885    2.176    0.917    2.680   -2.487   -1.424   -1.797   -2.899 
4121.123    2.019   -0.584    4.439   -3.660    0.629   -0.752    0.876   -1.195 
4142.901    0.209   -1.176   -1.679    1.104    2.939   -2.917    2.990   -3.085 
4162.034    1.047   -1.834   -0.781    0.077   -2.692    3.912    3.167   -1.983 
4179.603    4.003   -4.098   -1.138    0.632    0.526   -0.490   -1.694    1.992 
3841.718    2.222    2.091   -2.235   -2.242   -2.140   -2.143    2.387    2.527 
4043.060    0.368    0.109    2.981    3.019    0.818    0.987    3.201    3.346 
4068.595    2.936    2.693   -0.929   -0.938    3.379    3.538   -0.366   -0.264 
4101.585    2.936    2.748    2.354    2.425   -1.681   -1.976   -2.200   -1.577 
4153.263    0.173   -0.771   -0.356   -0.004    0.717   -0.467   -4.423    4.507 
4172.646   -0.181    0.210    4.562   -4.502    0.540   -0.520   -0.113    0.146 
4186.036    0.288   -0.315   -0.513    0.471    4.620   -4.372    0.760   -0.542 
4193.896   -4.393    4.701   -0.191    0.303    0.406   -0.265   -0.335    0.544 
3831.026    2.320    2.471   -2.467   -2.251   -1.984   -2.152    2.180    2.086 
4030.311    1.760    1.874   -2.285   -2.466    2.496    2.308   -2.400   -2.386 
4055.947    3.355    2.831    2.617    2.962    1.324    1.616    1.025    1.038 
4088.828    1.599    0.897    0.307    1.779   -3.368   -2.268   -2.561   -3.420 
4139.628   -3.028    2.753   -3.208    3.100   -0.815    1.444   -0.715    1.048 
4160.666   -2.944    3.833    3.220   -2.199    0.460   -1.511   -0.668   -0.257 
4173.758    0.718   -0.500    1.188   -1.336   -2.538    2.084   -3.789    3.546 
4188.925   -0.597    0.360    0.856   -1.292   -3.303    3.902    2.861   -2.209 
