  Ax   Bx   By   Cy   Cx   Dx   Dy   Ay   AQ   AL   BQ   BL   CQ   CL   DQ   DL
  0.   0.   2.   2.   0.    0.   2.   2.   1.   8.  16.   1.   6.   0.   0.   4. 
  5.   5.   0.   0.   5.    5.   0.   0.  19.   0.   0.  11.   4.   0.   8.   4. 
  0.   0.   8.   9.  11.   12.   8.   8.   0.   0.   0.   0.   2.   0.   6.   0. 
  2.   2.   1.   1.   1.    1.   0.   0.  20.   5.   7.   0.   0.  14.   5.   0. 
  0.   0.   7.   7.   0.    0.   7.   7.  13.  12.  22.  13.  18.   0.   0.  20. 
  1.   1.   3.   4.   0.    0.   2.   3.  17.   0.   1.   2.   2.  10.   0.   2. 
  5.   5.   7.   7.   0.    0.  12.  12.   8.   1.   0.  15.   8.   0.  22.   8. 
  9.   9.   6.   7.  15.   15.   0.   0.   0.  14.  14.   3.   0.  22.  14.   0. 
  2.   3.   4.   5.   0.    0.   2.   2.   3.   6.   6.  11.   0.  22.   6.   0. 
  3.   3.   0.   0.   0.    0.   3.   3.  15.   0.   4.  11.  11.   0.   0.  20. 
  7.   7.   0.   0.  10.   10.   3.   3.   7.  12.  12.   0.   0.  18.  12.   6. 
  2.   3.  14.  15.  11.   12.   0.   1.   0.   0.  17.   0.   0.   6.   0.   0. 
  3.   4.   0.   0.   7.    7.   3.   4.   2.   1.   0.   2.  14.   0.  12.   2. 
  0.   1.   0.   0.   0.    1.   0.   0.  10.   0.  28.   4.   4.  14.   0.   6. 
  2.   3.   7.   8.   0.    0.  10.  10.  10.  10.  16.  10.  10.   0.   0.  10. 
  0.   0.   3.   3.   9.    9.   8.   8.   0.   1.   1.   0.   8.   1.  12.   0. 
 10.  10.   0.   0.   9.    9.   1.   1.   0.  12.   0.   3.   0.   0.  14.   0. 
 12.  12.   6.   7.  21.   21.   2.   3.   0.   0.   0.   0.   0.   8.   0.  11. 
  1.   1.   3.   3.   4.    4.   0.   0.   5.   0.   0.   6.   6.   0.   8.   5. 
  8.   8.  13.  14.   0.    0.   5.   5.  14.   0.   0.  20.  14.   9.   0.  14. 
 14.  15.   2.   2.  10.   10.   2.   3.   0.  11.   9.   9.   0.   9.   9.   0. 
  8.   8.  12.  12.  21.   21.   1.   1.   0.  10.  10.   0.   0.  14.  13.   0. 
 19.  20.   6.   6.  10.   11.   3.   3.  26.   2.   2.   0.   0.   2.   2.   0. 
  0.   0.   6.   7.   4.    4.   2.   3.   0.  12.  12.   6.  16.  12.  17.   0. 
  2.   2.   4.   4.   6.    6.   0.   0.   0.   0.   0.   0.   2.   0.   3.   0. 
  3.   4.   0.   0.   4.    5.   1.   1.  16.   6.   6.   0.   0.   8.   6.   2. 
  0.   0.   4.   4.  12.   13.  16.  17.  10.  16.  16.   0.   0.  20.  16.  14. 
  5.   5.   0.   0.   1.    1.   4.   4.  19.  11.  11.   4.   0.  11.  23.   0. 
 15.  15.   0.   0.   2.    3.  12.  13.   4.  10.   0.  10.   4.   0.   0.   4. 
  8.   8.   0.   0.   8.    8.   0.   0.   7.  14.  32.   7.   8.   0.   0.  12. 
 14.  14.   0.   0.   8.    8.   6.   6.   0.   6.  21.   0.   0.   4.   4.   8. 
  0.   0.   6.   6.  14.   14.  18.  18.   6.   0.   0.   6.   6.  32.   0.  10. 
  0.   0.   5.   5.   0.    0.   5.   5.  23.   6.   6.  10.   0.  20.  10.   0. 
 11.  11.   6.   6.   5.    5.   0.   0.   0.   4.   5.   0.   7.   0.   0.   0. 
  6.   7.   4.   4.   2.    3.   0.   0.   2.   0.   0.  10.   2.   7.   0.   2. 
  1.   1.   5.   5.   9.    9.   3.   3.   0.   0.   0.   0.   2.   0.  18.   0. 
  0.   0.  16.  16.   9.   10.  24.  24.   2.   0.   0.   2.   2.   9.   0.  10. 
  7.   7.  25.  25.  10.   10.   8.   8.   4.   0.  13.   4.   4.   4.   0.   4. 
 13.  13.   0.   1.  13.   13.   0.   0.   0.   5.   5.   3.   8.   5.   5.   0. 
  0.   0.   3.   3.  14.   14.  17.  17.  14.   0.   0.   6.   6.   0.   9.   6. 
  2.   3.   3.   3.   0.    0.   5.   5.   0.   5.   0.   6.   0.   0.   0.   0. 
 13.  13.   5.   5.   3.    3.   5.   5.  16.  10.  10.   6.   0.  10.  10.   0. 
  3.   3.   0.   0.  15.   15.  12.  12.   0.  16.   1.   0.  18.   1.   8.   0. 
  1.   2.   7.   8.   0.    0.   6.   6.  20.   0.  22.  10.  10.   3.   0.  10. 
  6.   6.   1.   1.   5.    5.   0.   0.   3.   4.  13.   3.  18.   0.   0.   3. 
  8.   8.   0.   0.   7.    7.   3.   3.  21.   0.   0.   4.   4.   0.   0.   5. 
  0.   0.   4.   4.   3.    3.   1.   1.   0.   2.   7.   0.  16.   2.   2.   4. 
  0.   0.  10.  10.   0.    0.  10.  10.  12.   0.   0.  14.   1.   4.   0.   1. 
 12.  13.   6.   6.  18.   19.   0.   0.   0.   1.   1.  15.   4.   1.  26.   0. 
  0.   0.  11.  11.   2.    3.   8.   9.   0.   4.   4.   0.   7.   4.   4.   8. 
  0.   0.   6.   6.   7.    8.  13.  14.   0.  22.   8.   0.   9.   8.   8.  15. 
 10.  10.   0.   0.   9.    9.   1.   1.   9.   0.  12.   5.   5.   0.   0.  17. 
  5.   5.   0.   0.   3.    3.   2.   2.   6.  21.   0.   6.   6.   0.   5.   6. 
 11.  12.  22.  22.  20.   21.   0.   0.   0.   6.   6.   4.   2.   6.   6.   0. 
  1.   2.   4.   5.   0.    0.   6.   6.   0.  28.   6.   8.   0.   6.  12.   0. 
  0.   0.   8.   9.  10.   10.  18.  19.   5.  10.   0.   5.  12.   0.   0.  22. 
  1.   2.   1.   1.   2.    3.   0.   0.  17.   0.   0.  17.  17.  10.  16.  17. 
  0.   0.   0.   0.   7.    7.   7.   7.   0.  23.   5.   0.  16.   5.   5.  11. 
  8.   9.   1.   1.   6.    6.   2.   2.   8.   0.   0.  16.   0.   0.   0.   0. 
  7.   7.   7.   7.   0.    0.   0.   0.   7.   8.  22.   0.   0.   8.   8.   0. 
 14.  14.   3.   3.  17.   17.   0.   0.  14.   0.   0.  19.  14.   4.  12.  14. 
  0.   0.   4.   4.   2.    2.   6.   6.  10.   0.   0.   6.   6.   0.   3.   6. 
 16.  16.  11.  12.  10.   10.   0.   0.   8.   0.   0.   8.   8.  15.   0.   8. 
 10.  10.   3.   4.   2.    3.   4.   4.   0.   8.   4.  24.   0.   4.   4.   0. 
  5.   6.   0.   0.   5.    6.   0.   0.   0.   6.  14.   0.   4.   2.   2.   9. 
  1.   1.   0.   0.   1.    1.   0.   0.  19.   0.  26.   4.   4.   0.   0.   4. 
  5.   6.   0.   0.   7.    7.   4.   5.   4.   6.   0.   4.   4.   0.   0.  18. 
 21.  22.  23.  23.   0.    0.  13.  13.   7.   4.   4.   0.   0.   4.   4.   0. 
  1.   1.  12.  12.   0.    0.  13.  13.   7.   7.   0.  10.   7.   0.   4.   7. 
 10.  10.   0.   0.   6.    6.   4.   4.  11.  10.  13.   0.   0.  10.  10.   0. 
  9.   9.   3.   3.   6.    6.   0.   0.   0.  27.   8.  22.   4.   8.   8.   0. 
 13.  13.   6.   6.   0.    0.  19.  19.  10.   3.   0.  11.  10.   0.  32.  10. 
  0.   0.  10.  10.   0.    0.  10.  10.   2.  10.  10.  14.   0.  14.  17.   0. 
  1.   1.  10.  10.   0.    0.  11.  11.   4.   1.   7.   4.   4.   0.   0.  10. 
  1.   1.   5.   6.   5.    5.  11.  12.   3.   2.   0.   3.   3.   0.   0.   3. 
  6.   7.   5.   5.   0.    0.  11.  12.   6.  27.  15.   6.   6.   0.   0.   8. 
  6.   6.   1.   1.   7.    7.  13.  14.   3.   8.   8.   0.   0.   8.   8.   3. 
 11.  11.   0.   0.   4.    4.   7.   7.   4.   2.   3.   0.   0.   2.   2.   6. 
  0.   0.  11.  11.   0.    0.  11.  11.  10.  10.  18.  10.  12.   0.   0.  28. 
  2.   2.  17.  17.   5.    6.   9.  10.   8.   0.   4.   8.   8.  14.   0.   8. 
  0.   0.   9.   9.   0.    0.   9.   9.   4.   0.   8.   4.   4.  24.   0.  17. 
  0.   0.  12.  12.   7.    7.   5.   5.   4.   0.  20.   4.   4.   4.   0.  11. 
  9.   9.   0.   0.   2.    2.   7.   7.   8.  11.  18.   8.   8.   0.   0.  12. 
  0.   0.   6.   6.   0.    0.   6.   6.  17.   6.   6.   5.   0.  24.  16.   0. 
  4.   4.  11.  12.   0.    0.   7.   7.   0.   0.  12.   0.   8.   0.   0.   0. 
 21.  21.  16.  16.   3.    3.   2.   2.   0.   8.   5.  14.   0.   5.   5.   0. 
 11.  11.  11.  12.  10.   11.   0.   0.  15.   0.  16.  15.  15.  21.   0.  15. 
  3.   3.   9.   9.  12.   12.   0.   0.   9.   0.   0.  10.   9.   2.  18.   9. 
  3.   4.  14.  14.  10.   11.   0.   0.   2.   0.  25.   2.   8.   0.   0.   2. 
  3.   3.   0.   0.   5.    5.   2.   2.   0.  16.  10.   0.  32.  10.  10.   5. 
 12.  12.   1.   1.   6.    6.  19.  20.   0.  16.   2.   0.   0.   2.   2.   9. 
  6.   6.   9.   9.   0.    0.   3.   3.   6.  15.  15.  23.   0.  23.  15.   0. 
  0.   0.   2.   3.   0.    0.   2.   3.   0.   0.   0.   1.   0.  12.  10.   0. 
  8.   8.   0.   0.   2.    2.   6.   6.   5.  21.   0.  32.   5.   0.   4.   5. 
 11.  11.  10.  11.   0.    1.   0.   0.   4.   8.   8.  14.   0.   8.   8.   0. 
 10.  11.   0.   0.  10.   11.   0.   0.   6.  12.  28.   6.   6.   0.   0.  14. 
  4.   5.   6.   6.   2.    3.   0.   0.   0.   0.   0.  11.  14.   0.   0.   0. 
  7.   7.   0.   0.   9.    9.   2.   2.   7.  26.   0.   7.  14.   0.  12.   7. 
  6.   6.   7.   7.   0.    0.  13.  13.   3.   0.  24.   1.   1.   0.   0.   5. 
  4.   5.   4.   5.   0.    0.   0.   0.  10.   0.   0.   5.   2.   9.   0.   2. 
  2.   3.   5.   6.   0.    0.   6.   6.   4.  15.  20.   4.   4.   0.   0.   4. 
 11.  12.  13.  13.   0.    0.   2.   3.   8.   0.   0.   6.   6.   0.   0.   6. 
 10.  11.   1.   1.   2.    2.  13.  14.  10.   0.   0.   0.   0.   0.   0.  14. 
  7.   7.   2.   2.   9.   10.   1.   1.   0.   2.   2.   0.   0.   4.   2.  11. 
  0.   0.   7.   7.   0.    0.   7.   7.   0.  18.  16.   0.  20.  14.  14.   4. 
  4.   4.   2.   2.  18.   18.  12.  12.   0.   0.   0.   0.   0.  12.   0.   4. 
  3.   3.   1.   1.   7.    8.   4.   4.   0.   6.   6.   0.   2.   6.   6.   1. 
  7.   8.   3.   4.   3.    4.   0.   1.   0.  12.   8.  19.   0.   8.   8.   0. 
  9.   9.   5.   6.   7.    8.   0.   0.   2.   0.   0.   6.  28.   0.   0.   2. 
 12.  12.   0.   0.   5.    5.  17.  18.   2.   2.   0.   2.   2.   0.  14.   2. 
 17.  17.   0.   0.   7.    7.  12.  12.  15.   0.   0.  11.  11.   0.   0.  17. 
 10.  10.   0.   0.  16.   16.  13.  13.   3.   0.   0.   3.   3.   0.   0.   4. 
  0.   0.   0.   0.   0.    0.   0.   0.   0.  18.   8.   0.  10.   8.   8.  10. 
  0.   0.   7.   7.   8.    8.   1.   1.   0.   3.   3.   0.   0.   7.   3.   1. 
 12.  12.   0.   0.  10.   10.   2.   2.  18.   0.   0.   6.   6.   0.  18.   6. 
  1.   2.  21.  22.   6.    7.  13.  14.   4.   0.  15.   4.   4.  16.   0.   4. 
 14.  15.   0.   0.   5.    5.   9.  10.   2.  13.   0.  10.   2.   0.  13.   2. 
 15.  15.   1.   1.  16.   16.   0.   0.   0.   3.   3.   4.   0.   3.   5.   0. 
