  Ax   Bx   By   Cy   Cx   Dx   Dy   Ay   AQ   AL   BQ   BL   CQ   CL   DQ   DL
  7.   7.   2.   2.   5.    5.   0.   0.  12.   7.   7.   8.   0.  14.   7.   0. 
  6.   6.   7.   7.   0.    0.   1.   1.   6.   4.   0.   8.  14.   0.   0.   6. 
  2.   3.   0.   0.   2.    3.   0.   0.   0.  16.   4.   0.   6.   2.   2.  10. 
  3.   4.   1.   2.   2.    2.   0.   0.   9.   0.   0.  16.   3.  21.   0.   3. 
  0.   0.   9.  10.  14.   15.   9.   9.   0.   6.   6.   0.   0.  10.   6.   8. 
  8.   9.  13.  14.   0.    0.   5.   5.   5.   6.   6.  16.   0.   6.   6.   0. 
  9.   9.   5.   5.   3.    4.   0.   1.   0.   4.   4.   0.   0.   0.   0.   0. 
  0.   0.   2.   2.   2.    2.   4.   4.   4.   0.   0.   2.   2.   8.  10.   2. 
  0.   0.   5.   5.   5.    5.   0.   0.   5.   0.   1.   5.  15.   0.   0.  12. 
  1.   1.   4.   4.   0.    0.   3.   3.   7.   0.   3.   5.   5.   8.   0.   5. 
  4.   4.   4.   4.  15.   15.   7.   7.   0.   9.   9.   0.  13.   9.   9.  15. 
  8.   8.   0.   0.  10.   10.   2.   2.  16.   5.   5.   0.   0.  10.  11.   0. 
 10.  10.   4.   4.   6.    6.   0.   0.  22.   0.  11.   4.   4.  13.   0.   4. 
  0.   0.   6.   6.   9.    9.  15.  15.  23.   0.   0.   4.   4.   0.   5.   4. 
 16.  16.  10.  10.   6.    6.   0.   0.  26.   9.   9.   7.   0.  17.   9.   0. 
  2.   2.   3.   3.   5.    5.   0.   0.   0.   3.   3.   8.   0.   8.   7.   0. 
  3.   3.   1.   1.   4.    4.   8.   8.  11.   0.   0.   5.   5.   0.   6.   5. 
  1.   1.   0.   0.   8.    8.   7.   7.   9.   0.   0.   3.   3.  10.   0.  24. 
 12.  12.   0.   0.  17.   17.   5.   5.   8.   1.   1.   0.   0.   9.   2.   0. 
  5.   6.   0.   0.   5.    6.   0.   0.   2.   2.   2.   0.   0.  12.   4.   0. 
  2.   2.   1.   2.   5.    6.   2.   2.  10.   0.   0.  10.  10.  16.  19.  10. 
  6.   6.   2.   3.   2.    3.   1.   1.   2.   3.   0.   4.   2.   0.   0.   2. 
  4.   5.   5.   5.   4.    5.   0.   0.   0.   0.  10.   0.   2.   0.   0.   0. 
  2.   3.   0.   0.   2.    3.   0.   0.   9.   3.   8.   0.   0.   6.   3.   2. 
  0.   0.   7.   7.   6.    7.   0.   1.   8.   0.   0.  10.   8.   3.  17.   8. 
  3.   3.   0.   0.   8.    8.  11.  11.   0.   4.   2.   0.   0.   2.   2.   4. 
  2.   2.   6.   7.   4.    4.   0.   0.   2.   0.   0.   2.   2.   2.   0.   2. 
  2.   2.   8.   9.   0.    0.   6.   6.   0.   3.   3.  12.   0.  14.   3.   0. 
  1.   1.   0.   0.  15.   15.  14.  14.   0.   4.   3.   0.   8.   3.  10.   0. 
  0.   0.   5.   5.   1.    1.   6.   6.  10.  20.   0.  10.  11.   0.   6.  10. 
  1.   2.   0.   1.   7.    7.   5.   5.   0.   4.   4.   0.   0.  10.   4.   1. 
  4.   5.   3.   3.   7.    8.   0.   0.   0.   2.   7.   0.   6.   2.   2.   5. 
  0.   0.   2.   2.   1.    1.   1.   1.   3.   0.   0.   8.   3.   1.   7.   3. 
  0.   0.   6.   7.   0.    0.   6.   7.  17.   0.   0.  11.   4.  14.  11.   4. 
  2.   2.   5.   5.   2.    2.   1.   1.   0.   5.   5.   0.   4.   5.   5.   0. 
  3.   3.   3.   4.   0.    0.   0.   1.   5.   8.   8.  28.   0.  10.   8.   0. 
  6.   6.   9.   9.  15.   15.   0.   0.   0.   2.   2.   7.   4.   2.   2.   0. 
 13.  13.   2.   3.   4.    4.   6.   7.  12.   7.  10.   0.   0.   7.   7.   0. 
 10.  10.   3.   3.   8.    8.   0.   0.   0.   0.   0.  18.   2.   0.   0.   0. 
  0.   0.   0.   0.   0.    0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0. 
  5.   6.   0.   0.   5.    6.   5.   5.   0.  20.   6.   0.   0.   6.   6.   0. 
  1.   1.   0.   0.   1.    1.   0.   0.   3.   0.   0.   7.   2.  14.   2.   2. 
  0.   0.   1.   1.   6.    6.   7.   7.  12.   4.   4.   0.   0.  13.   4.   2. 
  0.   0.   6.   7.   6.    7.   9.   9.   4.   0.   0.   4.  15.   0.   0.   4. 
  0.   0.   0.   1.   5.    5.   5.   6.   0.   9.   8.   0.   0.   8.   8.  12. 
  0.   0.   5.   5.   0.    0.   5.   5.   4.   4.   4.   8.   0.   9.   9.   0. 
  4.   4.   9.   9.  18.   19.   6.   6.   3.   0.   0.   3.   3.  10.   5.   3. 
  0.   0.   0.   0.   0.    0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0. 
  8.   8.  14.  15.   0.    0.  10.  11.   0.  18.   4.   3.   0.   4.   4.   0. 
  0.   0.   5.   5.   2.    2.   7.   7.   6.   2.   0.   6.  11.   0.  10.   6. 
  2.   2.   1.   1.   0.    0.   3.   4.   0.   8.   4.   0.   0.   4.   4.   9. 
  6.   6.   1.   1.   5.    5.   0.   0.   0.   8.   5.   7.   8.   5.   5.   0. 
  4.   4.   0.   0.   4.    4.   0.   0.   0.   7.   7.  17.   8.   7.   7.   0. 
  7.   7.   9.   9.   0.    0.  16.  16.   0.  18.  11.   0.   0.   9.   9.   8. 
  1.   2.   0.   0.   6.    6.   4.   5.  12.   0.   0.   4.   4.   4.   0.  18. 
  0.   0.   8.   9.   3.    3.   5.   6.   0.   6.   9.   0.   5.   6.   6.   0. 
  0.   0.   7.   7.   7.    7.  14.  14.   0.   3.   1.   0.   6.   1.   8.   0. 
  3.   3.  11.  11.   0.    0.   8.   8.  16.   0.   0.  10.   2.  16.   0.   2. 
  3.   4.   4.   4.   0.    0.   3.   4.  15.   2.   4.   0.   0.   2.   2.   0. 
  1.   2.   0.   0.   1.    2.   0.   0.   3.   0.   9.   3.   3.  13.   0.   6. 
 12.  13.   5.   5.   1.    1.   6.   6.   3.   0.   0.   1.   1.   0.   0.   1. 
  0.   0.   8.   8.   3.    3.  11.  11.  10.   0.   0.   8.   8.   4.   2.   8. 
 10.  10.   1.   2.   6.    7.  18.  18.   3.   4.   0.   3.   3.   0.   5.   3. 
  3.   3.   0.   0.   5.    5.   2.   2.   1.   2.   0.   1.  13.   0.   4.   1. 
  0.   0.   9.   9.   8.    8.  13.  13.   8.   0.   0.   8.   8.   3.   3.   8. 
  5.   5.   0.   0.   3.    3.   2.   2.  12.   0.   0.   8.   8.   0.   5.   8. 
  3.   3.   8.   9.  14.   15.   3.   3.   0.   1.   1.   0.   0.   4.   1.   0. 
  8.   8.   0.   0.   4.    4.   4.   4.   5.   0.   0.   1.   0.   0.   0.   0. 
  8.   8.   0.   0.   8.    8.   2.   2.   4.   1.   1.   0.   0.   1.   1.   6. 
  4.   4.   4.   4.   2.    2.   9.  10.   5.   2.   2.   0.   0.   2.   4.   0. 
  1.   1.   1.   1.   2.    2.   0.   0.   1.   0.   2.   1.  11.   0.   0.   6. 
  6.   6.   1.   1.   8.    9.   1.   1.   2.   0.   0.   2.  18.   0.   5.   2. 
  5.   5.   2.   3.   4.    4.   0.   0.   2.   0.  21.   2.  10.   0.   0.   2. 
  1.   1.   2.   2.   0.    0.   3.   3.   6.   0.   2.   3.   3.   0.   0.   7. 
  6.   6.   1.   1.   5.    5.   0.   0.   6.   4.   4.   0.   0.   8.   4.   0. 
  4.   5.   0.   0.   7.    8.   4.   4.   3.   2.   2.   0.   0.   2.   2.   5. 
  6.   6.   0.   0.  10.   11.   4.   5.   9.   0.   0.   6.   6.   0.   0.   8. 
  0.   0.   1.   1.   0.    0.   1.   1.   0.   8.   8.  20.  12.   8.  10.   0. 
  0.   0.   2.   3.   0.    1.   3.   3.   4.  18.   0.   4.   5.   0.   0.   8. 
  0.   0.   2.   2.   1.    1.   1.   1.   2.   0.   0.   2.  20.   0.   2.   2. 
  3.   4.   3.   4.   5.    5.   0.   0.   0.   1.   1.   6.   0.  12.   1.   0. 
  8.   9.   0.   0.   8.    9.   0.   0.   5.   0.  10.   0.   0.   8.   0.   5. 
  4.   4.   7.   7.   5.    5.   0.   0.   0.   0.   0.   1.  11.   0.   0.   0. 
  6.   6.   0.   0.   2.    2.   4.   4.   0.  10.  10.   0.   0.   3.   3.  13. 
  2.   2.   3.   3.   0.    0.   1.   1.   2.  10.   3.   2.   2.   0.   0.   2. 
  1.   2.   1.   2.   0.    0.   0.   0.   0.  12.   0.   2.   6.   0.   0.   0. 
  1.   2.   2.   3.   3.    4.   7.   8.   7.  14.  14.   0.   0.  14.  14.  16. 
  0.   0.   3.   3.   0.    0.   3.   3.  20.   6.   6.  10.   0.   6.  13.   0. 
  0.   0.   2.   2.   2.    2.   4.   4.  18.   0.   0.   2.   2.  10.   9.   2. 
  2.   2.   3.   3.   5.    5.   0.   0.   0.   2.   2.   6.   7.   2.   6.   0. 
  5.   5.   1.   1.   3.    3.   8.   9.   6.  26.   0.   6.   6.   0.   0.  24. 
 11.  12.   8.   8.   0.    0.  11.  11.   0.  22.  10.   0.   0.   0.   0.   0. 
 13.  13.   0.   0.   9.    9.   4.   4.   1.  14.   0.   8.   1.   0.   2.   1. 
  7.   7.   6.   6.   9.    9.   0.   0.   0.   8.   8.   8.   0.  10.   8.   0. 
  0.   0.   3.   3.   2.    3.   5.   6.  17.   1.   1.   0.   0.   2.   7.   0. 
  3.   4.   4.   4.  13.   13.   5.   6.   0.   0.   0.   0.   1.   0.   0.   0. 
  2.   2.   2.   3.   3.    3.   0.   0.   0.   4.  16.   0.  14.   4.   4.   0. 
  0.   0.  14.  14.   4.    4.  10.  10.   0.   5.   7.   0.   3.   5.   5.   2. 
  6.   7.   6.   6.   0.    0.   3.   3.   0.   9.   1.   1.   0.   1.   1.   0. 
  0.   0.  10.  10.   7.    7.   7.   7.   6.   0.   0.   6.   9.   0.   5.   6. 
 10.  10.   5.   5.   0.    0.   5.   5.   0.  18.   6.   8.   0.   6.   6.   0. 
  0.   0.  13.  13.  10.   10.   3.   3.   0.   9.  17.   0.  14.   9.   9.   2. 
  0.   0.   3.   4.   0.    0.   3.   4.  11.   4.   4.   0.   0.  14.   4.   6. 
  7.   7.  11.  11.   0.    0.  10.  10.   0.  10.   8.   0.   0.   1.   1.   0. 
  2.   2.  16.  17.   8.    8.   7.   7.   0.   2.   2.  12.   0.   6.   2.   0. 
  6.   7.   0.   0.   7.    7.   9.  10.   2.   4.   4.   0.   0.   4.   4.  11. 
  8.   8.   0.   0.   4.    4.   4.   4.   8.   0.   0.   6.   4.   0.   5.   4. 
 11.  12.   0.   0.   1.    1.  10.  11.   7.   4.   4.   0.   0.   4.  10.   0. 
  2.   2.   8.   8.  13.   14.   3.   3.   0.   0.   0.   0.   0.   6.   1.   0. 
  0.   0.   6.   6.   0.    0.   6.   6.   0.  11.   8.  15.   4.   8.   8.   0. 
  6.   6.   4.   4.  23.   24.  13.  14.   0.   7.   7.   0.   7.   7.   7.   4. 
  2.   2.   5.   6.   1.    1.   2.   2.   0.   0.  10.   0.   0.   0.   0.   0. 
  2.   2.   0.   0.   4.    4.   2.   2.   8.   2.   2.   0.   0.   6.   6.   0. 
  7.   8.  14.  14.   2.    2.   4.   5.   4.   0.   0.   4.   4.   4.   0.   4. 
  0.   0.   5.   5.   1.    2.   3.   4.   8.   0.   9.   8.   9.   0.   0.   8. 
  0.   0.   3.   3.   0.    0.   3.   3.   6.   2.  20.   6.   8.   0.   0.  12. 
  2.   2.   3.   3.   0.    0.   1.   1.   9.   6.  22.   9.  12.   0.   0.   9. 
  8.   8.   7.   7.   3.    3.   0.   0.   0.   3.  11.   0.   0.  19.   3.   0. 
  5.   5.   0.   0.   1.    1.   4.   4.  10.   0.  10.   1.   1.   0.   0.   6. 
  0.   0.   8.   8.   8.    9.  16.  17.   7.   0.   0.   4.   4.   2.   0.   6. 
  5.   5.  22.  23.   7.    7.  11.  11.   1.   0.   0.   9.   1.   4.   0.   1. 
  3.   3.   0.   0.   3.    3.   6.   6.   0.   8.   6.   0.   0.   6.   6.  12. 
  3.   3.   0.   0.   3.    3.   0.   0.   6.   0.   0.   6.   3.  11.  10.   3. 
  3.   3.   6.   7.   2.    2.   1.   1.   0.   0.   0.   5.   0.   2.   0.   0. 
  0.   0.   6.   6.   1.    1.   5.   5.   0.   1.  10.   0.  14.   1.   1.   6. 
 11.  11.   0.   0.   1.    1.  10.  10.   0.   6.   1.   2.   0.   1.  18.   0. 
  8.   8.   0.   0.  13.   14.   5.   6.   0.   3.   1.   0.   4.   1.   2.   0. 
  0.   1.   3.   3.   1.    2.   5.   5.  18.   0.   0.   0.   0.   0.   9.   0. 
  3.   3.   0.   0.   5.    6.   2.   3.   9.   0.   0.   7.   7.  20.   0.  11. 
  0.   0.   3.   4.   0.    0.   3.   4.  12.   0.  10.   2.   2.   8.   0.   4. 
  3.   3.  10.  10.   2.    3.   4.   5.   0.   4.   4.  11.  10.   4.   4.   0. 
  1.   2.   0.   0.   6.    6.   4.   5.   0.   6.   0.   0.   9.   0.   0.   3. 
  4.   4.  19.  20.  10.   10.   5.   5.   0.   1.   8.   0.   0.   1.   1.   0. 
  0.   0.   4.   4.   2.    2.   2.   2.   5.   0.   2.   5.   5.  18.   0.   9. 
  0.   0.   8.   8.   8.    9.   8.   9.   0.   6.   6.   0.   7.   6.   6.   4. 
  0.   0.   9.   9.  13.   13.   6.   6.   0.   0.   0.   0.   5.   0.   0.   1. 
  9.   9.   0.   0.   6.    6.   3.   3.  15.   0.   0.  21.   7.   0.   4.   7. 
  3.   4.   3.   3.   0.    1.   0.   0.  11.   0.   8.   7.   7.  17.   0.   7. 
 16.  17.   5.   6.   7.    7.   4.   4.   8.  10.  19.   8.   8.   0.   0.   8. 
  8.   8.   8.   9.   7.    7.   0.   0.   4.   0.   5.   4.   4.   1.   0.   4. 
  3.   3.   0.   0.   3.    3.   0.   0.  22.   5.   5.   0.   0.   6.   7.   0. 
  5.   6.   5.   5.   5.    6.   0.   0.   0.   4.   4.   1.   0.   4.   4.   0. 
  2.   2.   0.   0.   7.    7.   5.   6.   0.  18.   2.   0.   0.   2.   2.   4. 
  0.   0.   8.   8.   3.    3.   5.   5.   0.   0.   1.   0.   0.   4.   0.  10. 
  9.  10.   4.   4.   0.    0.  13.  14.   6.   6.   0.   6.   6.   0.  23.   6. 
  5.   6.   0.   0.   5.    6.   0.   0.   6.   0.   0.  10.   4.   1.   7.   4. 
 11.  12.   4.   4.   2.    2.   5.   5.   0.   4.   0.  20.   0.   0.   0.   0. 
  0.   0.   7.   7.  13.   14.   7.   7.   0.   1.   1.   0.  22.   1.   1.   6. 
 10.  10.  10.  10.   0.    0.   0.   0.   0.   6.   2.  10.  26.   2.   2.   0. 
  4.   4.   2.   2.   0.    0.   6.   6.   1.   2.   3.   0.   0.   2.   2.   0. 
  0.   0.   3.   3.   4.    5.   7.   8.  18.   8.   8.   0.   0.   9.   8.   3. 
  0.   0.   7.   8.   2.    3.  10.  10.  24.   0.   0.   4.   4.   1.  12.   4. 
  8.   8.   9.   9.   0.    0.   1.   1.   6.   4.   7.   0.   0.  12.   4.   0. 
  3.   4.   3.   3.   2.    3.   0.   0.   4.   0.   0.  27.   4.   9.   0.   4. 
  7.   7.   0.   0.   3.    4.   3.   4.   0.  13.   4.   0.   0.   4.   4.  17. 
  5.   5.   1.   2.   0.    0.   4.   5.   4.   3.   0.   8.   4.   0.   0.   4. 
  6.   6.   4.   4.   2.    2.   0.   0.   0.   5.   3.   3.  11.   3.   3.   0. 
 13.  13.  26.  27.   9.    9.   4.   4.   8.   0.   0.  17.  13.   0.   0.   8. 
  2.   3.   0.   1.   1.    2.   0.   1.   6.   0.  12.   2.   2.   0.   0.   2. 
  7.   8.  10.  10.   0.    0.   4.   5.   0.   8.   5.  13.   0.   5.   5.   0. 
  5.   5.   6.   6.   0.    0.  11.  11.   0.  12.  13.   0.   0.   4.   4.   4. 
  7.   7.   0.   0.   9.    9.   2.   2.  12.   2.   2.   0.   0.   5.   2.   3. 
  0.   0.   1.   2.  14.   14.  13.  14.   0.   0.   0.   0.   1.   0.   4.   0. 
  0.   0.   7.   8.   0.    0.   7.   8.   2.   2.  12.   2.   4.   0.   0.  11. 
  2.   2.   1.   1.   3.    3.   0.   0.   0.  11.  11.  28.  11.  11.  27.   0. 
  3.   3.   0.   0.   2.    3.   0.   1.   6.   4.   8.   0.   0.   4.   4.  22. 
  6.   7.   0.   0.  15.   16.  12.  12.   8.   0.   0.   4.   4.   0.   0.   7. 
  0.   0.   2.   2.  10.   10.  12.  12.   2.   0.   0.   0.   0.   5.   0.   9. 
  2.   2.  10.  10.  14.   14.   2.   2.   8.   0.   0.   8.   8.  15.   0.  10. 
  0.   0.   6.   6.   6.    6.   0.   0.   0.   6.   6.   0.   0.  11.   6.  18. 
  3.   3.   3.   4.   0.    0.   6.   7.   8.   0.   0.   4.   1.   0.   6.   1. 
  8.   8.   4.   4.   0.    0.   7.   7.   3.  11.  11.  11.   0.  11.  11.   0. 
  1.   1.   5.   5.   6.    6.   0.   0.   4.   0.   0.   4.   4.   3.   0.   5. 
  4.   5.   1.   1.   5.    6.   0.   0.   2.   0.  10.   2.   2.   6.   0.  11. 
  2.   2.   2.   2.   0.    0.   2.   2.   3.   2.   2.   6.   0.   2.   2.   0. 
  1.   1.   4.   4.   0.    0.   3.   3.   0.   6.  10.   0.   0.   2.   2.   0. 
  2.   2.   4.   4.   5.    5.  11.  11.   0.   6.   3.   0.   0.   3.   3.   8. 
  2.   3.   0.   0.   2.    3.   0.   0.   7.   0.  12.   5.   5.   9.   0.   9. 
  2.   2.   0.   0.   1.    1.   1.   1.   1.   2.   2.   6.   0.   2.   7.   0. 
  6.   6.   2.   2.   8.    8.   0.   0.   0.   3.   5.   0.  11.   3.   3.   4. 
  0.   0.   8.   9.  14.   14.  10.  11.   0.   4.   4.   0.   0.   6.   5.   0. 
  6.   6.   0.   0.   1.    1.   5.   5.   6.   0.   0.   6.   2.   0.   0.   2. 
  5.   6.   6.   7.   0.    0.   7.   7.   6.   4.   4.   2.   0.   4.   4.   0. 
  0.   0.  12.  12.   3.    4.  10.  10.   0.   0.   0.   0.  10.   0.  16.   0. 
  1.   1.   2.   2.   0.    0.   3.   3.   3.  12.   6.   3.   3.   0.   0.   8. 
  5.   5.   6.   7.   8.    9.   0.   0.   0.   2.   2.   2.   4.   2.   2.   0. 
  0.   0.   4.   5.   0.    0.   4.   5.   0.   6.   4.   0.  22.   4.   6.   0. 
  0.   0.  11.  11.   8.    9.  10.  10.   0.   0.   0.   0.   0.   7.  17.   0. 
  1.   1.   8.   9.   0.    0.   9.  10.   2.  23.   0.  14.   2.   0.   3.   2. 
  1.   1.   0.   0.   1.    1.   0.   0.   4.  10.   0.   4.  18.   0.   0.   9. 
  9.   9.   1.   1.   8.    8.   0.   0.  14.   5.  15.   0.   0.   6.   5.   0. 
  0.   0.   3.   4.   0.    0.   3.   4.   0.  18.   0.  16.   6.   0.   0.   0. 
  0.   1.   9.  10.   8.    9.   0.   1.   0.   0.   0.  10.   0.   0.   0.   0. 
 10.  10.   6.   7.   0.    0.   4.   5.   4.   8.   0.  10.   4.   0.   0.   4. 
  6.   6.   5.   5.   5.    5.  16.  16.  12.   0.   0.   2.   2.   0.   0.   2. 
  2.   3.   4.   5.   7.    7.   0.   0.   0.   0.   4.   0.   0.   8.   0.   5. 
  0.   0.   9.   9.   2.    2.   7.   7.   0.   3.  10.   0.   0.  22.   3.   8. 
  7.   8.   2.   3.   5.    5.   0.   0.  10.   0.   2.   0.   0.   8.   0.   0. 
  3.   3.   4.   4.   9.   10.   2.   3.   3.   0.   0.   3.   3.   2.   9.   3. 
  1.   2.   2.   2.   0.    0.   1.   2.  20.   3.  21.   0.   0.   3.   3.   0. 
 13.  14.   0.   0.   7.    8.   6.   6.   1.   1.   3.   0.   0.   1.   1.  23. 
  1.   1.   4.   4.   5.    5.   0.   0.   0.   5.   5.   0.   1.   5.   8.   0. 
  8.   8.   0.   0.   7.    8.   0.   1.   0.   8.  20.   0.   0.   2.   2.   7. 
  0.   0.   4.   5.   1.    2.   6.   6.   4.   5.   5.   0.   0.  10.  14.   0. 
  0.   0.   1.   1.   0.    0.   1.   1.  13.   0.   2.   8.   8.  10.   0.  16. 
  2.   3.   1.   1.   1.    2.   0.   0.   2.   8.   3.   2.  14.   0.   0.   2. 
  2.   2.  10.  10.   4.    4.   4.   4.   0.   1.   1.   4.   4.   1.   1.   0. 
  9.  10.   5.   5.   0.    0.   4.   5.   0.   8.   6.   8.   0.   6.   6.   0. 
  0.   0.  11.  12.   7.    7.   4.   5.   0.   4.   4.   6.   0.   6.   8.   0. 
  1.   2.   2.   2.   0.    0.   3.   4.   8.   0.   0.   1.   1.   0.   0.   6. 
  1.   1.   0.   0.   1.    1.   0.   0.   2.   0.   0.   1.   1.  14.   0.  10. 
  7.   7.   3.   3.  10.   11.   0.   0.   0.   8.   8.   0.  17.   8.   8.   7. 
  0.   0.   3.   3.   0.    0.   3.   3.  10.  10.  10.   1.   0.  10.  14.   0. 
 10.  11.   9.  10.   0.    0.   6.   6.   6.   9.   0.   6.   6.   0.   0.   6. 
  0.   0.   4.   4.   1.    1.   3.   3.   0.   2.   2.   8.   1.   2.  14.   0. 
  0.   0.   8.   8.   3.    3.  11.  11.   7.   0.   0.   1.   1.   6.   0.  12. 
  0.   0.   7.   7.   2.    2.   5.   5.   0.   0.   0.   0.   6.   0.   0.  11. 
  6.   7.   7.   8.  19.   19.   5.   5.   0.   2.   2.   0.   0.   2.  24.   0. 
  5.   5.   5.   5.   0.    0.  10.  10.   2.   8.  25.   0.   0.   8.   8.   6. 
  9.   9.  11.  11.   0.    1.   1.   2.   0.   5.   5.   2.   9.   5.   5.   0. 
  7.   7.   1.   1.   6.    6.   0.   0.   8.   0.   0.   1.   0.   3.   0.   0. 
  0.   0.   0.   0.   5.    5.   5.   5.   6.   4.   4.   0.   0.   6.  27.   0. 
  1.   1.   3.   3.   0.    0.   4.   4.   6.   2.   2.   5.   0.   2.   8.   0. 
  0.   1.   7.   8.   2.    3.   4.   5.   0.  11.  11.  13.  20.  11.  11.   0. 
  3.   3.   9.  10.   4.    5.   2.   2.   0.   7.   7.  20.   0.  14.   7.   0. 
  5.   6.   1.   1.   7.    8.   1.   1.   0.   2.   2.   0.   0.  11.   2.  27. 
  0.   0.   8.   8.   5.    6.   7.   7.   0.   0.   0.   0.  15.   0.   1.   0. 
  0.   0.   2.   3.   0.    0.   2.   3.  28.  10.  10.   0.   0.  12.  10.   2. 
  0.   0.   0.   0.   0.    0.   0.   0.   0.  10.   2.   0.  12.   0.   0.  19. 
 21.  21.  12.  13.   8.    9.   0.   0.  12.   4.  10.   0.   0.  15.   4.   0. 
  0.   0.   5.   6.   3.    3.   7.   8.   2.   0.   0.   2.   4.   0.   2.   2. 
  2.   3.   7.   7.   1.    2.   3.   3.   2.   0.   1.   2.   2.   3.   0.   2. 
  1.   1.   0.   0.   6.    6.   5.   5.   0.   9.   0.   0.   1.   0.   9.   0. 
  0.   0.   5.   5.   5.    5.   4.   4.   0.   6.   6.   0.   6.   6.  10.   0. 
  5.   5.   1.   1.   0.    0.   6.   6.   0.   9.   3.   2.   0.   3.   4.   0. 
  1.   1.   2.   3.   1.    1.   1.   1.   0.   8.   8.   6.   0.  16.   8.   0. 
  0.   0.   3.   3.   6.    6.   3.   3.   0.   0.   0.   0.   3.   0.   5.   0. 
  1.   2.   7.   7.  13.   14.   5.   5.   0.   4.   4.   0.   1.   4.   4.   4. 
  0.   0.   5.   6.   0.    0.   5.   6.   4.   4.  20.   4.   6.   0.   0.  10. 
  9.  10.   4.   5.   0.    1.  14.  15.   0.   2.   2.   0.   0.   2.   4.   0. 
 10.  10.   5.   5.   0.    0.   8.   8.   2.   4.   0.   2.   2.   0.   0.   2. 
  8.   8.  10.  10.   0.    0.   2.   2.   4.   6.   6.   0.   0.   8.   6.   0. 
  1.   1.   3.   3.   0.    0.   2.   2.   9.   0.   0.   8.   4.   6.   0.   4. 
  1.   1.  11.  12.   9.    9.   2.   2.   0.   2.   2.   0.   3.   2.   2.   0. 
  6.   6.   7.   7.   0.    0.   3.   3.   3.   0.   0.  14.   3.   0.   0.   3. 
 10.  10.   0.   0.   6.    6.   4.   4.   2.   0.   0.   6.   0.   0.   0.   0. 
  4.   4.  10.  11.  16.   16.   1.   2.   0.   0.   0.   0.   1.   0.   0.   8. 
  2.   2.   3.   3.   1.    2.   6.   7.  14.   0.   0.   6.   6.   0.   8.   6. 
  0.   0.   1.   1.   0.    0.   1.   1.  12.   0.   8.   4.   4.  23.   0.  16. 
  0.   1.  10.  10.   4.    5.  15.  15.   0.  14.   5.   0.   0.   5.  15.   0. 
  3.   3.   1.   1.   5.    6.   2.   2.   2.   0.   0.   2.   2.  13.   9.   2. 
  1.   1.   0.   0.   3.    3.   2.   2.   2.   7.   0.   2.   8.   0.   0.   9. 
  4.   5.   6.   7.   0.    0.   2.   2.   4.   3.  10.   4.   6.   0.   0.   4. 
 15.  15.   5.   5.   4.    4.   6.   6.   9.   1.   1.   8.   0.   1.   1.   0. 
